Customer ID,recency,frequency,monetary,cluster,segment
12346,5.7899601708972535,2.5649493574615367,8.5386302665882,0,At Risk / Potential Loyal
12347,1.0986122886681098,2.1972245773362196,8.501577904958904,1,Champions / VIP
12348,4.330733340286331,1.791759469228055,7.6110507905938976,0,At Risk / Potential Loyal
12349,2.995732273553991,1.6094379124341003,8.39608488316401,1,Champions / VIP
12350,5.739792912179234,0.6931471805599453,5.815323849389109,3,Lost Customers
12351,5.929589143389895,0.6931471805599453,5.710195202428391,3,Lost Customers
12352,3.6109179126442243,2.3978952727983707,7.9553689666784315,1,Champions / VIP
12353,5.3230099791384085,1.0986122886681098,6.010678766031786,3,Lost Customers
12354,5.4510384535657,0.6931471805599453,6.985086621918461,3,Lost Customers
12355,5.3706380281276624,1.0986122886681098,6.854997755239065,0,At Risk / Potential Loyal
12356,3.1780538303479458,1.9459101490553132,8.5386302665882,1,Champions / VIP
12357,3.5263605246161616,1.3862943611198906,8.5386302665882,0,At Risk / Potential Loyal
12358,1.0986122886681098,1.791759469228055,8.265668169533484,1,Champions / VIP
12359,4.07753744390572,2.3978952727983707,8.5386302665882,1,Champions / VIP
12360,3.970291913552122,2.1972245773362196,8.355589137409874,1,Champions / VIP
12361,5.662960480135946,1.6094379124341003,6.238812787119009,0,At Risk / Potential Loyal
12362,1.3862943611198906,2.4849066497880004,8.5386302665882,1,Champions / VIP
12363,4.709530201312334,1.0986122886681098,6.315358001522335,2,New / Occasional
12364,2.1972245773362196,1.6094379124341003,7.180907299649593,2,New / Occasional
12365,5.676753802268282,1.0986122886681098,6.465180028897591,3,Lost Customers
12366,6.453624998892692,0.6931471805599453,6.217085028297085,3,Lost Customers
12367,1.6094379124341003,0.6931471805599453,5.135210028677887,2,New / Occasional
12368,6.444131256700441,0.6931471805599453,6.822959627277421,3,Lost Customers
12369,6.025865973825314,1.3862943611198906,7.491171295388921,0,At Risk / Potential Loyal
12370,3.9512437185814275,2.0794415416798357,8.370445706855367,1,Champions / VIP
12371,3.828641396489095,1.791759469228055,8.31100016480189,1,Champions / VIP
12372,4.290459441148391,1.3862943611198906,7.169380809114136,0,At Risk / Potential Loyal
12373,5.7430031878094825,1.3862943611198906,7.028777507229587,0,At Risk / Potential Loyal
12374,3.258096538021482,1.6094379124341003,8.003102242273277,1,Champions / VIP
12375,2.4849066497880004,1.0986122886681098,6.127960291696519,2,New / Occasional
12376,5.968707559985366,1.0986122886681098,6.222873842839224,3,Lost Customers
12377,5.755742213586912,1.6094379124341003,8.139533893646055,0,At Risk / Potential Loyal
12378,4.875197323201151,1.0986122886681098,8.5386302665882,0,At Risk / Potential Loyal
12379,4.418840607796598,1.6094379124341003,7.390934231218893,0,At Risk / Potential Loyal
12380,3.1354942159291497,2.4849066497880004,8.5386302665882,1,Champions / VIP
12381,1.791759469228055,1.791759469228055,7.520944331624911,1,Champions / VIP
12383,5.225746673713202,1.791759469228055,7.523783805985769,0,At Risk / Potential Loyal
12384,3.4011973816621555,1.0986122886681098,6.373780434317173,2,New / Occasional
12385,5.940171252720432,0.6931471805599453,7.570133925870446,0,At Risk / Potential Loyal
12386,5.82600010738045,1.0986122886681098,5.998688392197302,3,Lost Customers
12387,6.030685260261263,0.6931471805599453,4.976319863681136,3,Lost Customers
12388,2.833213344056216,2.1972245773362196,8.269272711457157,1,Champions / VIP
12389,6.0014148779611505,1.3862943611198906,7.268453120207762,0,At Risk / Potential Loyal
12390,4.394449154672439,0.6931471805599453,6.311444385858925,2,New / Occasional
12391,3.1354942159291497,1.9459101490553132,7.910531916476688,1,Champions / VIP
12392,6.3835066348840055,0.6931471805599453,5.462771921513567,3,Lost Customers
12393,4.290459441148391,1.9459101490553132,7.783411498760109,0,At Risk / Potential Loyal
12394,4.174387269895637,1.0986122886681098,7.149508589545504,2,New / Occasional
12395,2.995732273553991,2.772588722239781,8.46002371869161,1,Champions / VIP
12396,6.51471269087253,0.6931471805599453,6.837794081676172,3,Lost Customers
12397,3.6109179126442243,1.0986122886681098,7.7877554007552545,2,New / Occasional
12398,3.8501476017100584,0.6931471805599453,7.4004128587924045,2,New / Occasional
12399,4.787491742782046,2.0794415416798357,7.582382009904704,0,At Risk / Potential Loyal
12400,6.028278520230698,0.6931471805599453,5.32908902521479,3,Lost Customers
12401,5.717027701406222,0.6931471805599453,4.446174454497633,3,Lost Customers
12402,5.780743515792329,1.9459101490553132,7.137198942844827,0,At Risk / Potential Loyal
12403,3.9318256327243257,1.0986122886681098,6.927910785185701,2,New / Occasional
12404,6.52649485957079,0.6931471805599453,4.162626069638506,3,Lost Customers
